col,term,b,se,df,r2,N
var_inv_rate,var_Q, .095835651481711109,  .01655688325501542,                  14, .243777077567825296,                7074
var_inv_rate,d,-.043401342881996492, .021173512800992538,                  14, .243777077567825296,                7074
var_inv_rate,d_Low, .085862826691486191, .129079076995858189,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1926, .050943278790836197, .022333894701224242,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1927, .015800229436343731, .029934846069192472,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1928, .012555686445748794, .026204059228742211,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1929, .008313983348862871, .026674136207796951,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1930, -.03307584322921249, .022466213381473862,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1931, .001273397901562374, .009431993196158868,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1933,-.036091039237444673, .011562646816814843,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1934,-.047103879807917623, .007002200349686394,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1935, .020971208216840394,  .00575189150856743,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1936,-.016177427107271509, .006216484507051176,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1937,-.005220734422838535, .013819190309954805,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1938, .001219293638206763, .025028020296754976,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1939,-.050653267148087183, .014361489756273981,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1940,-.042777480077382003, .014442596371777285,                  14, .243777077567825296,                7074
var_inv_rate,year_1926_Low, .005317230973700011, .020884360900974459,                  14, .243777077567825296,                7074
var_inv_rate,year_1927_Low, .016332257550224348, .023836087114122051,                  14, .243777077567825296,                7074
var_inv_rate,year_1928_Low, .053169230370925455, .037024737670644271,                  14, .243777077567825296,                7074
var_inv_rate,year_1929_Low, .091113808125499615, .036277484350883626,                  14, .243777077567825296,                7074
var_inv_rate,year_1930_Low, .089711094418762016, .046136015443432495,                  14, .243777077567825296,                7074
var_inv_rate,year_1931_Low,-.007136147293311932, .015825855865002021,                  14, .243777077567825296,                7074
var_inv_rate,year_1933_Low,-.038300237953477471, .015224923729778021,                  14, .243777077567825296,                7074
var_inv_rate,year_1934_Low, .028917296241218811, .015672416977812405,                  14, .243777077567825296,                7074
var_inv_rate,year_1935_Low, .000349004109386455, .015059058213480823,                  14, .243777077567825296,                7074
var_inv_rate,year_1936_Low, .042272732106916927, .016619184617100484,                  14, .243777077567825296,                7074
var_inv_rate,year_1937_Low, .000083199014610759, .019449852268028679,                  14, .243777077567825296,                7074
var_inv_rate,year_1938_Low, .025271854325065103, .021269533121605996,                  14, .243777077567825296,                7074
var_inv_rate,year_1939_Low, .052829034450191666, .016790304739145945,                  14, .243777077567825296,                7074
var_inv_rate,year_1940_Low, .044329962418584334, .014072354568167704,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1926_Low,-.272514011691782188, .091291927951912169,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1927_Low,-.056491108233777919, .096898663681326921,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1928_Low,-.267630102812973891, .191928605342509329,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1929_Low,-.230060824542925008, .101236226272177793,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1930_Low,-.388202456112130945, .229283190548470933,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1931_Low,-.070550868841742387, .106299416053386234,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1933_Low,-.073307847229402756, .047174286036464161,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1934_Low,-.076725574252874948, .051674697147494841,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1935_Low,-.039671444535229361, .059601182072310889,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1936_Low,-.043365070435022468, .057163221919306055,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1937_Low, .063593386240549929, .065375430539289667,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1938_Low,-.080188280459920047, .055495600931387425,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1939_Low, .023887377273695061, .053876447410985233,                  14, .243777077567825296,                7074
var_inv_rate,d_year_1940_Low, .058636145882002923, .054097782345181561,                  14, .243777077567825296,                7074
payout,var_Q, .059097077661137143, .031338993716879079,                  14, .416471753713008597,                7074
payout,d, .047652519409643407, .047378874132662022,                  14, .416471753713008597,                7074
payout,d_Low,-.332538946523475876, .263924903161976532,                  14, .416471753713008597,                7074
payout,d_year_1926,  .00957004788978918, .042389159725881968,                  14, .416471753713008597,                7074
payout,d_year_1927,-.076810305384382355,  .05243282132750586,                  14, .416471753713008597,                7074
payout,d_year_1928,-.107291959224349032, .065084778100782476,                  14, .416471753713008597,                7074
payout,d_year_1929,-.041125105053799051, .048878785707889255,                  14, .416471753713008597,                7074
payout,d_year_1930,-.054257406705256216, .038648517313984727,                  14, .416471753713008597,                7074
payout,d_year_1931, .021167659560433608, .009363126358761636,                  14, .416471753713008597,                7074
payout,d_year_1933, .032647237039522284, .014952103804220582,                  14, .416471753713008597,                7074
payout,d_year_1934,  .05490058521601647, .018321419880118175,                  14, .416471753713008597,                7074
payout,d_year_1935,-.005557831257973997, .011704448784831541,                  14, .416471753713008597,                7074
payout,d_year_1936, .008132988311581562, .026175178472643095,                  14, .416471753713008597,                7074
payout,d_year_1937,-.038005800971754392, .029919151167505129,                  14, .416471753713008597,                7074
payout,d_year_1938, .014771601347692068, .016506405507458015,                  14, .416471753713008597,                7074
payout,d_year_1939, .031034504169152904, .017100802714827026,                  14, .416471753713008597,                7074
payout,d_year_1940, -.00241617274398446,  .01625295722886622,                  14, .416471753713008597,                7074
payout,year_1926_Low, .098029940940371887, .029732356309254509,                  14, .416471753713008597,                7074
payout,year_1927_Low, .064377329181347462, .030219218270571922,                  14, .416471753713008597,                7074
payout,year_1928_Low, .042994167104142611, .043289696004508202,                  14, .416471753713008597,                7074
payout,year_1929_Low,-.053144923848482975, .066582130277388685,                  14, .416471753713008597,                7074
payout,year_1930_Low, .031102251251231849, .050908275676124902,                  14, .416471753713008597,                7074
payout,year_1931_Low,-.036773980161680681, .010183144089462748,                  14, .416471753713008597,                7074
payout,year_1933_Low, .021712989637512139, .008453137613112199,                  14, .416471753713008597,                7074
payout,year_1934_Low, .016318489994808838, .009973300763260123,                  14, .416471753713008597,                7074
payout,year_1935_Low,-.035714322256629509, .017877039817015092,                  14, .416471753713008597,                7074
